Species Link,Species,Order,Family,Number of recordings,Songs,Calls,Instr.,Juveniles,Undefined,Date of last modification,Download Link
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Haliaeetus%20albicilla&Page=1,"Haliaeetus albicilla
(White-tailed Eagle)",Accipitriformes,Accipitridae,6,-,6,-,-,-,16.05.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Haliaeetus%20albicilla
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Grus%20grus&Page=1,"Grus grus
(Common Crane)",Gruiformes,Gruidae,13,-,13,-,-,-,16.05.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Grus%20grus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Cygnus%20olor&Page=1,"Cygnus olor
(Mute Swan)",Anseriformes,Anatidae,13,-,12,-,1,-,16.05.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Cygnus%20olor
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Circus%20aeruginosus&Page=1,"Circus aeruginosus
(Western Marsh Harrier)",Accipitriformes,Accipitridae,9,-,9,-,-,-,16.05.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Circus%20aeruginosus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Chlidonias%20niger&Page=1,"Chlidonias niger
(Black Tern)",Charadriiformes,Laridae,4,-,4,-,-,-,16.05.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Chlidonias%20niger
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Chlidonias%20leucopterus&Page=1,"Chlidonias leucopterus
(White-winged Tern)",Charadriiformes,Laridae,6,-,6,-,-,-,16.05.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Chlidonias%20leucopterus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Aythya%20ferina&Page=1,"Aythya ferina
(Common Pochard)",Anseriformes,Anatidae,9,-,9,-,-,-,16.05.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Aythya%20ferina
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Ardea%20cinerea&Page=1,"Ardea cinerea
(Grey Heron)",Pelecaniformes,Ardeidae,16,-,16,-,-,-,16.05.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Ardea%20cinerea
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Anser%20anser&Page=1,"Anser anser
(Greylag Goose)",Anseriformes,Anatidae,11,-,10,-,1,-,16.05.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Anser%20anser
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Anas%20strepera&Page=1,"Anas strepera
(Gadwall)",Anseriformes,Anatidae,9,-,9,-,-,-,16.05.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Anas%20strepera
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Anas%20platyrhynchos&Page=1,"Anas platyrhynchos
(Mallard)",Anseriformes,Anatidae,17,-,17,-,-,-,16.05.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Anas%20platyrhynchos
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Carpodacus%20erythrinus&Page=1,"Carpodacus erythrinus
(Common Rosefinch)",Passeriformes,Fringillidae,31,31,-,-,-,-,28.02.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Carpodacus%20erythrinus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Oenanthe%20oenanthe&Page=1,"Oenanthe oenanthe
(Northern Wheatear)",Passeriformes,Muscicapidae,9,5,4,-,-,-,20.02.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Oenanthe%20oenanthe
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Loxia%20leucoptera&Page=1,"Loxia leucoptera
(Two-barred Crossbill)",Passeriformes,Fringillidae,3,-,2,-,1,-,20.02.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Loxia%20leucoptera
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Carduelis%20spinus&Page=1,"Carduelis spinus
(Eurasian Siskin)",Passeriformes,Fringillidae,16,5,11,-,-,-,20.02.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Carduelis%20spinus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Carduelis%20flammea&Page=1,"Carduelis flammea
(Common Redpoll)",Passeriformes,Fringillidae,7,-,7,-,-,-,20.02.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Carduelis%20flammea
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Carduelis%20carduelis&Page=1,"Carduelis carduelis
(European Goldfinch)",Passeriformes,Fringillidae,18,14,4,-,-,-,20.02.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Carduelis%20carduelis
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Carduelis%20cannabina&Page=1,"Carduelis cannabina
(Common Linnet)",Passeriformes,Fringillidae,18,5,9,-,-,4,20.02.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Carduelis%20cannabina
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Podiceps%20grisegena&Page=1,"Podiceps grisegena
(Red-necked Grebe)",Podicipediformes,Podicipedidae,31,-,31,-,-,-,17.02.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Podiceps%20grisegena
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Serinus%20serinus&Page=1,"Serinus serinus
(European Serin)",Passeriformes,Fringillidae,11,7,4,-,-,-,17.02.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Serinus%20serinus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Fringilla%20montifringilla&Page=1,"Fringilla montifringilla
(Brambling)",Passeriformes,Fringillidae,23,17,6,-,-,-,17.02.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Fringilla%20montifringilla
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Corvus%20frugilegus&Page=1,"Corvus frugilegus
(Rook)",Passeriformes,Corvidae,9,-,9,-,-,-,17.02.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Corvus%20frugilegus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Corvus%20cornix&Page=1,"Corvus cornix
(Hooded Crow)",Passeriformes,Corvidae,18,-,18,-,-,-,17.02.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Corvus%20cornix
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Sturnus%20vulgaris&Page=1,"Sturnus vulgaris
(Common Starling)",Passeriformes,Sturnidae,12,6,4,-,2,-,04.02.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Sturnus%20vulgaris
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Coloeus%20monedula&Page=1,"Coloeus monedula
(Western Jackdaw)",Passeriformes,Corvidae,7,-,7,-,-,-,08.01.2014,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Coloeus%20monedula
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Locustella%20fluviatilis&Page=1,"Locustella fluviatilis
(River Warbler)",Passeriformes,Locustellidae,18,8,10,-,-,-,05.12.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Locustella%20fluviatilis
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Delichon%20urbicum&Page=1,"Delichon urbicum
(Common House Martin)",Passeriformes,Hirundinidae,12,1,11,-,-,-,05.12.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Delichon%20urbicum
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Saxicola%20rubicola&Page=1,"Saxicola rubicola
(European Stonechat)",Passeriformes,Muscicapidae,14,6,8,-,-,-,17.11.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Saxicola%20rubicola
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Phylloscopus%20ibericus&Page=1,"Phylloscopus ibericus
(Iberian Chiffchaff)",Passeriformes,Phylloscopidae,129,105,24,-,-,-,17.11.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Phylloscopus%20ibericus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Phoenicurus%20ochruros&Page=1,"Phoenicurus ochruros
(Black Redstart)",Passeriformes,Muscicapidae,43,34,9,-,-,-,17.11.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Phoenicurus%20ochruros
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Nucifraga%20caryocatactes&Page=1,"Nucifraga caryocatactes
(Spotted Nutcracker)",Passeriformes,Corvidae,18,1,17,-,-,-,17.11.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Nucifraga%20caryocatactes
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Muscicapa%20striata&Page=1,"Muscicapa striata
(Spotted Flycatcher)",Passeriformes,Muscicapidae,23,1,18,-,4,-,17.11.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Muscicapa%20striata
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Luscinia%20luscinia&Page=1,"Luscinia luscinia
(Thrush Nightingale)",Passeriformes,Muscicapidae,133,116,17,-,-,-,17.11.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Luscinia%20luscinia
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Hippolais%20icterina&Page=1,"Hippolais icterina
(Icterine Warbler)",Passeriformes,Acrocephalidae,12,11,1,-,-,-,17.11.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Hippolais%20icterina
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Gavia%20arctica&Page=1,"Gavia arctica
(Black-throated Loon)",Gaviformes,Gaviidae,6,2,4,-,-,-,17.11.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Gavia%20arctica
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Gallinula%20chloropus&Page=1,"Gallinula chloropus
(Common Moorhen)",Gruiformes,Rallidae,28,-,28,-,-,-,17.11.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Gallinula%20chloropus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Ficedula%20parva&Page=1,"Ficedula parva
(Red-breasted Flycatcher)",Passeriformes,Muscicapidae,35,29,6,-,-,-,17.11.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Ficedula%20parva
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Emberiza%20hortulana&Page=1,"Emberiza hortulana
(Ortolan Bunting)",Passeriformes,Emberizidae,279,216,63,-,-,-,17.11.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Emberiza%20hortulana
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Bubo%20scandiacus&Page=1,"Bubo scandiacus
(Snowy Owl)",Strigiformes,Strigidae,18,-,18,-,-,-,16.11.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Bubo%20scandiacus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Athene%20noctua&Page=1,"Athene noctua
(Little Owl)",Strigiformes,Strigidae,22,5,17,-,-,-,16.11.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Athene%20noctua
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Phalacrocorax%20carbo&Page=1,"Phalacrocorax carbo
(Great Cormorant)",Suliformes,Phalacrocoracidae,29,-,29,-,-,-,30.10.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Phalacrocorax%20carbo
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Hippolais%20olivetorum&Page=1,"Hippolais olivetorum
(Olive-tree Warbler)",Passeriformes,Acrocephalidae,6,6,-,-,-,-,01.10.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Hippolais%20olivetorum
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Clamator%20glandarius&Page=1,"Clamator glandarius
(Great Spotted Cuckoo)",Cuculiformes,Cuculidae,1,1,-,-,-,-,19.07.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Clamator%20glandarius
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Aegolius%20funereus&Page=1,"Aegolius funereus
(Boreal Owl)",Strigiformes,Strigidae,50,24,12,-,14,-,19.07.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Aegolius%20funereus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Bubo%20bubo&Page=1,"Bubo bubo
(Eurasian Eagle-Owl)",Strigiformes,Strigidae,7,3,4,-,-,-,18.07.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Bubo%20bubo
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Passer%20montanus&Page=1,"Passer montanus
(Eurasian Tree Sparrow)",Passeriformes,Passeridae,22,10,9,-,3,-,03.07.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Passer%20montanus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Passer%20hispaniolensis&Page=1,"Passer hispaniolensis
(Spanish Sparrow)",Passeriformes,Passeridae,2,-,2,-,-,-,03.07.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Passer%20hispaniolensis
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Caprimulgus%20europaeus&Page=1,"Caprimulgus europaeus
(European Nightjar)",Caprimulgiformes,Caprimulgidae,20,12,8,-,-,-,03.07.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Caprimulgus%20europaeus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Anthus%20petrosus&Page=1,"Anthus petrosus
(Eurasian Rock Pipit)",Passeriformes,Motacillidae,24,-,24,-,-,-,03.07.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Anthus%20petrosus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Ficedula%20albicollis&Page=1,"Ficedula albicollis
(Collared Flycatcher)",Passeriformes,Muscicapidae,10,5,5,-,-,-,02.05.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Ficedula%20albicollis
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Botaurus%20stellaris&Page=1,"Botaurus stellaris
(Eurasian Bittern)",Pelecaniformes,Ardeidae,22,19,-,-,3,-,26.04.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Botaurus%20stellaris
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Tyto%20alba&Page=1,"Tyto alba
(Western Barn Owl)",Strigiformes,Tytonidae,25,7,18,-,-,-,28.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Tyto%20alba
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Strix%20nebulosa&Page=1,"Strix nebulosa
(Great Grey Owl)",Strigiformes,Strigidae,6,-,-,-,6,-,28.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Strix%20nebulosa
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Strix%20aluco&Page=1,"Strix aluco
(Tawny Owl)",Strigiformes,Strigidae,34,15,6,-,13,-,28.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Strix%20aluco
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Plectrophenax%20nivalis&Page=1,"Plectrophenax nivalis
(Snow Bunting)",Passeriformes,Calcariidae,6,-,6,-,-,-,28.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Plectrophenax%20nivalis
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Phylloscopus%20trochiloides&Page=1,"Phylloscopus trochiloides
(Greenish Warbler)",Passeriformes,Phylloscopidae,7,7,-,-,-,-,28.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Phylloscopus%20trochiloides
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Phylloscopus%20sibilatrix&Page=1,"Phylloscopus sibilatrix
(Wood Warbler)",Passeriformes,Phylloscopidae,34,22,12,-,-,-,28.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Phylloscopus%20sibilatrix
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Phylloscopus%20canariensis&Page=1,"Phylloscopus canariensis
(Canary Islands Chiffchaff)",Passeriformes,Phylloscopidae,38,26,12,-,-,-,28.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Phylloscopus%20canariensis
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Phylloscopus%20borealis&Page=1,"Phylloscopus borealis
(Arctic Warbler)",Passeriformes,Phylloscopidae,7,7,-,-,-,-,28.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Phylloscopus%20borealis
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Otus%20scops&Page=1,"Otus scops
(Eurasian Scops Owl)",Strigiformes,Strigidae,16,12,4,-,-,-,27.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Otus%20scops
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Jynx%20torquilla&Page=1,"Jynx torquilla
(Eurasian Wryneck)",Piciformes,Picidae,20,9,-,-,11,-,27.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Jynx%20torquilla
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Ixobrychus%20minutus&Page=1,"Ixobrychus minutus
(Little Bittern)",Pelecaniformes,Ardeidae,5,5,-,-,-,-,27.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Ixobrychus%20minutus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Emberiza%20rustica&Page=1,"Emberiza rustica
(Rustic Bunting)",Passeriformes,Emberizidae,32,25,7,-,-,-,27.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Emberiza%20rustica
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Emberiza%20pusilla&Page=1,"Emberiza pusilla
(Little Bunting)",Passeriformes,Emberizidae,19,19,-,-,-,-,27.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Emberiza%20pusilla
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Emberiza%20melanocephala&Page=1,"Emberiza melanocephala
(Black-headed Bunting)",Passeriformes,Emberizidae,4,1,3,-,-,-,27.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Emberiza%20melanocephala
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Emberiza%20cirlus&Page=1,"Emberiza cirlus
(Cirl Bunting)",Passeriformes,Emberizidae,5,5,-,-,-,-,27.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Emberiza%20cirlus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Emberiza%20aureola&Page=1,"Emberiza aureola
(Yellow-breasted Bunting)",Passeriformes,Emberizidae,11,11,-,-,-,-,27.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Emberiza%20aureola
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Dendrocopos%20medius&Page=1,"Dendrocopos medius
(Middle Spotted Woodpecker)",Piciformes,Picidae,50,5,25,4,16,-,26.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Dendrocopos%20medius
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Cuculus%20canorus&Page=1,"Cuculus canorus
(Common Cuckoo)",Cuculiformes,Cuculidae,19,18,1,-,-,-,26.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Cuculus%20canorus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Calcarius%20lapponicus&Page=1,"Calcarius lapponicus
(Lapland Longspur)",Passeriformes,Calcariidae,5,5,-,-,-,-,26.02.2013,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Calcarius%20lapponicus
